employee_id,name,age,gender,department,position,education,years_at_company,salary,performance_score,satisfaction_score,training_hours,projects_completed,absences_days,attrition,hire_date,city,remote_work
EMP0182,Michele Wise,40.0,Non-binary,Operations,Director,PhD,14.0,67882.92410818541,4.0,4,99.0,9,6,0,2023-04-07,Port Jimmyfurt,1
EMP0183,Heidi Perez,23.0,F,Legal,Mid-level,Bachelor,1.0,,4.0,4,58.0,19,17,0,2015-06-15,Lake Ryan,1
EMP0184,Jack Alexander,47.0,M,MARKETING,Senior,Master,3.0,78494.42424415589,3.0,1,35.0,6,19,1,2006-12-07,South Richardhaven,1
EMP0185,Michael Perez,53.0,M,MARKETING,Junior,High School,5.0,85198.12543785713,4.0,3,2.0,23,21,0,2018-04-25,Johnbury,0
EMP0186,Roger Cameron,27.0,Female,Marketing,Manager,PhD,6.0,71875.60534104335,4.0,3,57.0,15,18,0,2008-11-24,New Kevin,1
EMP0187,Brian Hays,53.0,Female,Engineering,Junior,High School,9.0,4187.0107305947895,4.0,3,87.0,4,8,0,2020-07-10,Port Rachel,0
EMP0188,Roger Robinson,25.0,Non-binary,HR,Senior,,18.0,75422.26790606209,4.0,1,54.0,28,19,0,2007-12-06,Matthewburgh,0
EMP0189,Marie Tucker,32.0,Female,HR,Manager,High School,18.0,38962.948459755564,4.0,4,56.0,27,9,0,2018-12-08,Lake Austinshire,0
EMP0190,Ashley Baker,38.0,M,MARKETING,Junior,PhD,11.0,69763.68585877311,3.0,3,16.0,11,12,0,2022-10-13,Port Lisa,0
EMP0191,Brian Moore,59.0,M,Engineering,Junior,PhD,2.0,39885.89357325896,2.0,4,38.0,16,17,0,2012-08-17,Watsonview,1
EMP0192,Lisa Castillo,45.0,Male,Marketing,Mid-level,,12.0,39587.559123013314,3.0,3,89.0,15,15,0,2014-12-28,North Brian,0
EMP0193,Nicole Hardin,26.0,M,Operations,Senior,,17.0,105878.0455487132,3.0,2,67.0,19,21,1,2012-06-12,Skinnerborough,1
EMP0194,Crystal Kelly,55.0,Non-binary,,Senior,Bachelor,7.0,66997.70047639024,4.0,4,54.0,25,16,0,2009-04-20,West Loribury,0
EMP0195,Michael Rodriguez,27.0,,IT,Senior,PhD,14.0,65083.44600445205,3.0,2,44.0,15,21,0,2014-07-24,Cruzland,1
EMP0196,Daniel Obrien,43.0,Male,,Manager,High School,0.0,87063.10122071479,3.0,5,75.0,18,12,1,2020-05-05,East Kristen,1
EMP0197,Kristy Reynolds,32.0,Male,MARKETING,Mid-level,,2.0,65735.2369231887,1.0,4,0.0,25,11,0,2018-05-10,New Renee,1
EMP0198,Courtney Wilkerson,37.0,Non-binary,,Director,High School,7.0,127595.15230318524,3.0,2,20.0,14,9,0,2023-08-23,West Raymond,1
EMP0199,Alexander West,54.0,Non-binary,IT,Manager,,3.0,68174.50598184952,3.0,5,82.0,11,0,0,2015-06-11,Stevenbury,1
EMP0200,Mackenzie Smith,30.0,Female,Operations,Senior,PhD,15.0,84128.13529957527,4.0,3,20.0,20,7,0,2014-01-21,Christinafurt,1
EMP0201,Darren Morris,27.0,Male,Finance,Manager,,9.0,,1.0,1,51.0,9,20,0,2007-03-21,Spearston,1
EMP0202,Jerry Adams,37.0,Female,eng,Junior,PhD,11.0,115056.33064017275,4.0,4,81.0,28,21,0,2013-03-20,Fullerport,0
EMP0203,Brittany Chavez,50.0,M,Marketing,Manager,,13.0,-3211.118859190543,5.0,2,42.0,25,17,0,2025-05-02,Whitemouth,1
EMP0204,Eric Watkins,24.0,Male,Legal,Manager,Bachelor,13.0,64550.91240403388,2.0,4,51.0,28,1,0,2026-02-03,West Kevin,0
EMP0205,Michael Holloway,41.0,Male,IT,Senior,,1.0,106864.79688233786,3.0,4,66.0,21,15,0,2019-09-09,East Paula,0
EMP0206,Kirsten Smith,57.0,F,Marketing,Junior,Bachelor,4.0,95251.55760131728,2.0,5,112.0,1,11,0,2010-11-13,Port Jamesshire,1
EMP0207,Spencer Levine,40.0,,Operations,Senior,Bachelor,4.0,101879.39839171147,4.0,3,43.0,6,8,0,2014-10-08,Wilsonborough,0
EMP0208,Amy Brown,47.0,Male,MARKETING,Junior,High School,5.0,,4.0,3,31.0,12,2,0,2014-08-03,Susanport,1
EMP0209,Edward Lee,24.0,M,,Junior,PhD,12.0,113699.99384810046,3.0,4,,2,21,0,2020-05-26,Robertmouth,0
EMP0210,Patrick Carroll,40.0,Female,eng,Junior,,8.0,55964.81141787987,,2,63.0,14,20,0,2019-08-27,South Matthewfort,0
EMP0211,Preston Guerrero,41.0,Female,Operations,Senior,,14.0,79807.3244535474,5.0,3,103.0,0,3,0,2009-08-05,Debbiefurt,0
EMP0212,Mark Kirk,53.0,F,Engineering,Junior,Master,13.0,71294.42806020574,2.0,3,78.0,25,1,0,2009-07-05,West Mitchell,0
EMP0213,Joseph Allen,28.0,,Finance,Mid-level,,6.0,53037.929086298245,1.0,2,68.0,2,7,1,2024-07-12,North Seanhaven,1
EMP0214,Kayla Kirby MD,54.0,M,IT,Mid-level,PhD,19.0,39686.60591447492,5.0,3,67.0,24,9,1,2008-09-28,Lesliestad,0
EMP0215,Miguel Fitzgerald,61.0,Female,MARKETING,Director,PhD,1.0,31403.797084177553,4.0,5,27.0,9,15,0,2008-11-23,Zacharyfurt,0
EMP0216,Cynthia Turner,60.0,Non-binary,Engineering,Mid-level,,6.0,77975.46015134937,5.0,5,52.0,26,22,0,2014-04-15,East Brad,0
EMP0217,Chad Martin,39.0,M,Engineering,Director,Bachelor,5.0,36867.02274416361,4.0,2,115.0,26,10,0,2025-01-13,East Cathyside,0
EMP0218,Vincent Davis,61.0,M,Finance,Mid-level,Master,16.0,46654.61012282792,4.0,2,50.0,14,17,1,2018-11-13,Maryville,1
EMP0219,Michelle Vasquez,22.0,,Operations,Senior,PhD,1.0,69549.1030450445,3.0,3,52.0,21,21,0,2008-11-22,Ronaldtown,0
EMP0220,Sonya Ferguson,32.0,Female,Finance,Director,Master,2.0,9029.787493502503,4.0,5,3.0,26,13,0,2009-09-25,West Christopher,1
EMP0221,Alison Gross,49.0,M,HR,Manager,Master,4.0,94474.49280110003,5.0,2,78.0,5,7,0,2006-12-03,Lake Erinhaven,1
EMP0222,Julie Johnson,46.0,F,Operations,Manager,PhD,4.0,14752.795822329797,4.0,4,,19,22,0,2012-03-29,Brittneyside,1
EMP0223,Jonathan Summers,44.0,F,Operations,Mid-level,Bachelor,0.0,73065.69021668068,2.0,2,107.0,14,14,1,2012-01-18,Lake Sean,1
EMP0224,Joseph Mitchell,52.0,Female,Legal,Manager,Bachelor,7.0,75375.48066485724,3.0,4,66.0,23,16,0,2008-01-10,Lake Melindafort,0
EMP0225,Kaylee Reyes,51.0,F,Marketing,Mid-level,PhD,11.0,88451.54300454522,2.0,3,73.0,20,20,0,2015-05-03,New Barbara,0
EMP0226,Michael Robinson,56.0,Non-binary,Engineering,Mid-level,,3.0,73957.97994025266,3.0,4,46.0,6,17,0,2007-02-12,Barkerland,1
EMP0227,Megan Smith,28.0,,,Manager,,12.0,125447.69909583096,3.0,2,105.0,24,5,0,2021-07-11,Williamsmouth,1
EMP0228,Christopher Wolf,37.0,F,IT,Manager,Master,14.0,80407.92203921251,4.0,4,55.0,28,22,0,2008-11-12,Stewartville,1
EMP0229,Brian Schmidt,47.0,F,HR,Junior,,10.0,101340.3099810915,4.0,2,22.0,28,13,0,2023-10-27,Shermanside,1
EMP0230,Thomas Barnett,23.0,Non-binary,HR,Director,Master,9.0,56913.429778242804,3.0,4,17.0,29,22,0,2025-05-09,Josephfurt,0
EMP0231,Monica Anderson MD,125.0,,IT,Mid-level,,2.0,78018.9201547367,4.0,5,0.0,20,2,0,2025-08-16,Port Chad,0
EMP0232,Andrea Davis,33.0,M,eng,Manager,Bachelor,13.0,113689.25237572315,2.0,2,34.0,26,6,0,2026-03-15,South Anthonyside,1
EMP0233,Patrick Hess,26.0,,Finance,Director,Bachelor,15.0,69057.62188275898,2.0,5,63.0,29,14,0,2024-10-29,New Cynthiaport,1
EMP0234,James Bailey,58.0,Male,eng,Manager,Bachelor,9.0,79805.86910488077,2.0,4,116.0,4,20,0,2014-07-19,Michelleburgh,0
EMP0235,Deborah Gonzalez,53.0,Female,eng,Manager,,9.0,99521.33622843688,3.0,2,57.0,29,23,0,2021-07-04,Garrisonhaven,1
EMP0236,Scott Richardson,30.0,Female,Legal,Junior,Master,11.0,56444.26199520913,3.0,3,94.0,3,15,0,2020-07-17,East Zacharytown,0
EMP0237,Teresa Williams,56.0,Male,Marketing,Mid-level,Master,8.0,20960.99166702017,3.0,2,58.0,21,15,1,2025-01-18,Jessicastad,0
EMP0238,Laura Bryant,40.0,Non-binary,IT,Mid-level,Bachelor,0.0,81389.34134280922,3.0,4,107.0,17,7,0,2023-07-19,West Scott,1
EMP0239,Carrie Young,37.0,Male,Engineering,Senior,Bachelor,4.0,99716.72923395007,4.0,4,0.0,2,6,0,2010-02-17,Alexchester,1
EMP0240,James Deleon MD,24.0,M,IT,Junior,,19.0,41213.85587770072,1.0,2,2.0,16,5,0,2016-11-23,Martinport,0
EMP0241,Marc Obrien,41.0,M,Engineering,Director,,7.0,91755.49743193347,,3,66.0,17,1,0,2013-09-17,North Christopher,0
EMP0242,Briana Wright,45.0,Female,,Junior,Master,10.0,91924.15968348844,4.0,4,36.0,17,21,0,2025-07-01,South Desireestad,0
EMP0243,Kevin Miller,54.0,M,Marketing,Director,High School,11.0,18162.5935221174,4.0,5,82.0,23,12,0,2025-09-29,West Stephanie,1
EMP0244,Shawn Powell DDS,45.0,Female,Legal,Mid-level,Master,0.0,51592.784189830694,5.0,3,28.0,23,11,1,2010-06-11,Georgemouth,0
EMP0245,Olivia Smith MD,32.0,Male,MARKETING,Senior,,19.0,65104.28048170844,1.0,5,88.0,1,14,0,2013-12-14,Wrightmouth,1
EMP0246,David Castro,29.0,Male,IT,Senior,PhD,10.0,70509.39999411907,2.0,3,32.0,12,8,1,2023-08-06,North Jamietown,1
EMP0247,Ryan Mckenzie,57.0,F,MARKETING,Mid-level,,4.0,56421.64338080041,5.0,3,99.0,29,1,0,2009-12-17,Johnfort,1
EMP0248,Michael Smith,59.0,F,IT,Manager,,14.0,55074.929910445455,3.0,5,60.0,21,16,0,2018-12-09,Johnsonbury,0
EMP0249,Richard Peterson,61.0,Male,IT,Junior,PhD,4.0,116787.0722795523,4.0,3,92.0,14,4,0,2022-10-27,Willisland,1
EMP0250,Kaitlyn Gray,41.0,Female,Operations,Senior,,11.0,72311.0217035273,4.0,3,89.0,4,10,0,2025-01-01,Donaldshire,0
EMP0251,Kristen Anderson,56.0,Male,Marketing,Manager,Master,4.0,57623.90849625651,4.0,3,3.0,2,21,0,2010-11-19,New Stephanie,0
EMP0252,Clifford Smith,46.0,Male,IT,Director,PhD,16.0,73970.76307718625,5.0,5,112.0,4,18,0,2007-05-01,Nelsonfort,0
EMP0253,Janet Rodriguez,56.0,Non-binary,Engineering,Senior,High School,16.0,88427.27082652859,5.0,4,13.0,4,23,0,2023-02-28,Durhamtown,0
EMP0254,Kelsey Krueger,46.0,Male,Legal,Director,,11.0,76290.6594177802,4.0,3,113.0,4,6,0,2025-02-27,Johnstad,1
EMP0255,Kenneth Mcbride,50.0,M,HR,Manager,High School,14.0,69856.81022930067,3.0,3,90.0,2,1,0,2020-05-23,West Ryanville,0
EMP0256,Rachel Cameron,39.0,Female,MARKETING,Director,High School,14.0,58749.583283238666,5.0,3,32.0,2,15,0,2026-03-12,Ryanview,0
EMP0257,Andrea Woods,39.0,Non-binary,,Manager,PhD,5.0,-4496.645237945323,1.0,4,21.0,19,11,0,2017-12-07,Michaelfurt,1
EMP0258,Brandi White,23.0,F,Legal,Director,Bachelor,11.0,,3.0,2,47.0,22,22,0,2018-09-06,Gloverfurt,0
EMP0259,Alexander Morales,56.0,,Marketing,Junior,High School,19.0,83470.36502026842,5.0,4,2.0,27,14,0,2007-11-06,Reedmouth,1
EMP0260,Christina Rogers,37.0,Female,IT,Senior,High School,17.0,50145.49768995532,3.0,3,86.0,27,0,0,2012-01-01,Gutierrezville,0
EMP0261,Kevin Norton,57.0,M,Marketing,Senior,Bachelor,13.0,84831.73058675556,3.0,3,84.0,27,24,0,2009-02-09,North Kimberlyborough,0
EMP0262,Kristen Keller,54.0,Female,Finance,Manager,Master,1.0,110324.86889067075,2.0,2,104.0,29,12,0,2023-08-21,Lake Danielle,1
EMP0263,John Barajas,25.0,F,IT,Director,Bachelor,8.0,83142.68394532999,5.0,2,22.0,17,22,0,2019-11-29,Jonesland,0
EMP0264,Emily Wilson,54.0,M,MARKETING,Mid-level,Master,4.0,65760.36177707158,3.0,5,67.0,25,5,0,2010-05-18,West Jenniferland,1
EMP0265,Elizabeth Clark,35.0,M,IT,Senior,Master,19.0,42546.82787363424,4.0,3,20.0,19,12,0,2008-02-11,West Jenna,0
EMP0266,Kaitlin Henderson,42.0,,eng,Director,Bachelor,0.0,114452.67019778785,3.0,2,100.0,3,17,1,2007-02-13,Angelastad,0
EMP0267,Jeffrey Lopez,41.0,Female,Marketing,Director,High School,2.0,45749.55873502719,,3,42.0,0,2,0,2021-11-04,Stephensonburgh,0
EMP0268,Kenneth Myers,29.0,,IT,Junior,Master,5.0,96214.05086189369,4.0,3,94.0,25,0,0,2018-04-20,North Amberville,0
EMP0269,John Bean,28.0,,Operations,Mid-level,Bachelor,4.0,90962.94651486214,3.0,1,84.0,15,14,0,2021-04-16,Fowlerfort,0
EMP0270,Laura Reyes,24.0,Female,Legal,Senior,,4.0,69080.78492589851,,3,25.0,7,12,0,2008-08-26,North Duane,1
EMP0271,Shannon Evans,38.0,Male,Finance,Junior,High School,0.0,68425.52990548305,3.0,3,40.0,16,4,1,2017-09-03,Port Alexandrafort,0
EMP0272,Andrew Lewis,54.0,Male,Legal,Mid-level,Master,16.0,29107.218148974483,5.0,3,98.0,7,24,0,2025-10-13,Lake Nathanchester,0
EMP0273,Sean Russell,33.0,F,HR,Senior,PhD,18.0,83251.62502031554,4.0,3,37.0,6,12,0,2009-02-03,Brandyside,0
EMP0274,Laurie Moyer,43.0,,Marketing,Junior,High School,13.0,90498.15830989512,5.0,3,87.0,24,21,1,2008-11-22,Griffinton,1
EMP0275,Kimberly Hill,43.0,Non-binary,eng,Mid-level,,11.0,47772.99709630488,3.0,5,10.0,7,4,0,2023-01-22,New Evanview,1
EMP0276,Christopher Peterson,51.0,,Marketing,Senior,,9.0,71104.46314177243,4.0,3,104.0,20,18,0,2008-05-04,Kristinmouth,1
EMP0277,Jean Jacobson,59.0,,eng,Mid-level,Bachelor,19.0,75946.54787522375,4.0,2,28.0,23,20,0,2025-02-22,New Victoria,1
EMP0278,Jeremy Wagner,59.0,,eng,Director,,17.0,89614.3156987392,4.0,2,110.0,29,23,0,2020-12-22,Samanthaton,0
EMP0279,Renee Hodges,29.0,F,Finance,Manager,PhD,10.0,75095.07690307968,5.0,3,118.0,26,17,0,2006-11-17,Kennethport,0
EMP0280,Tracy Williams,48.0,Male,Legal,Manager,Bachelor,1.0,34342.0161509604,3.0,4,59.0,25,20,0,2018-03-10,West Tiffanyville,1
EMP0281,Anthony Schaefer,48.0,F,Legal,Director,,17.0,61751.55576343777,2.0,2,66.0,11,21,0,2024-12-06,North Justin,1
EMP0282,Lori Weber,55.0,F,HR,Mid-level,Master,6.0,80615.64463472548,4.0,4,64.0,15,9,0,2021-02-05,Reedborough,0
EMP0283,Joseph Smith,42.0,F,Finance,Director,High School,14.0,96038.20855099398,4.0,1,115.0,11,23,0,2026-01-10,Moodyberg,0
EMP0284,Carol Butler,51.0,Male,Marketing,Manager,PhD,10.0,59559.08476514383,4.0,3,60.0,18,7,0,2023-04-20,Jordanburgh,1
EMP0285,Chelsea Stephens,54.0,Male,HR,Manager,PhD,17.0,129691.24686375048,3.0,4,117.0,9,14,0,2025-04-24,Christinaport,1
EMP0286,Scott Cohen,49.0,,Operations,Mid-level,PhD,11.0,,3.0,3,18.0,6,20,1,2007-05-11,Walkerhaven,0
EMP0287,Amanda Reilly,54.0,F,Finance,Manager,Master,5.0,60907.49562355247,3.0,4,45.0,11,24,0,2009-11-17,Sloanfurt,1
EMP0288,John Burke,26.0,Non-binary,HR,Director,,19.0,72924.15991268067,3.0,2,48.0,19,19,0,2020-04-08,Lake Harryport,0
EMP0289,Stephanie Nelson,40.0,Male,MARKETING,Mid-level,High School,12.0,69981.27091117839,4.0,4,21.0,4,24,0,2021-12-26,Julianport,0
EMP0290,Cassandra Roberts,25.0,Female,HR,Director,High School,19.0,44196.44175462918,4.0,1,77.0,15,22,0,2018-04-24,Melindashire,0
EMP0291,Sarah Garcia,56.0,Female,Marketing,Mid-level,Master,15.0,86196.54369379484,3.0,5,112.0,8,21,0,2016-02-07,Sampsonmouth,0
EMP0292,Tamara Schultz,38.0,Female,HR,Manager,Bachelor,17.0,84277.35128284805,3.0,2,56.0,6,3,1,2019-08-12,West Adam,0
EMP0293,Michael Black,49.0,M,,Senior,,9.0,76199.03614953868,3.0,5,13.0,19,1,0,2023-10-21,Amyhaven,1
EMP0294,Mary Garrett,51.0,,,Mid-level,PhD,7.0,83296.09658146289,2.0,3,43.0,21,23,1,2014-11-14,East Dawnview,0
EMP0295,Shannon James,124.0,Female,MARKETING,Mid-level,Bachelor,17.0,64405.58971379923,4.0,4,15.0,25,5,0,2021-12-14,Smithland,1
EMP0296,Jessica Diaz,27.0,,MARKETING,Senior,Master,0.0,34565.9262472858,5.0,3,96.0,13,2,0,2023-01-18,New Fernando,0
EMP0297,Kimberly Barnett,56.0,Female,,Manager,,7.0,57084.00324869389,3.0,5,76.0,10,6,0,2017-05-03,Dyerbury,0
EMP0298,Denise Armstrong,58.0,Non-binary,MARKETING,Director,,5.0,78926.36453523603,4.0,2,101.0,6,9,0,2022-01-25,North Matthewburgh,1
EMP0299,Lisa Santos,45.0,,MARKETING,Junior,,4.0,79068.6103711599,5.0,2,112.0,28,22,0,2011-01-15,Brownland,1
EMP0300,Jack Hunt,50.0,Female,Legal,Senior,Bachelor,14.0,76034.47631464619,4.0,3,11.0,9,5,0,2007-06-27,Riceville,1
EMP0301,Jacob Hammond,52.0,Male,Legal,Junior,Bachelor,14.0,88717.70669962579,2.0,2,54.0,28,15,0,2012-10-22,New Sabrinachester,1
EMP0302,Cheryl Allen,56.0,,HR,Manager,Master,1.0,60471.34886374959,5.0,2,50.0,8,1,1,2009-11-22,Whiteheadton,0
EMP0303,Victoria Santiago,54.0,M,,Mid-level,PhD,0.0,75667.0264277634,3.0,5,101.0,3,23,0,2019-08-23,North Ryanmouth,0
EMP0304,Kristen Levy,42.0,Male,Marketing,Mid-level,Bachelor,10.0,89302.31946012304,3.0,5,38.0,15,16,0,2020-06-21,East Edward,1
EMP0305,Cody Lin,53.0,Male,,Manager,High School,9.0,72877.75453744117,2.0,3,32.0,9,12,0,2025-11-25,South Carl,1
EMP0306,Timothy Leon,44.0,F,,Director,Bachelor,17.0,43916.90178984753,3.0,5,32.0,18,0,0,2008-07-24,South Andrewchester,1
EMP0307,Daniel Figueroa,54.0,M,Operations,Director,Bachelor,17.0,50962.79075861156,2.0,3,28.0,23,5,0,2013-10-25,Castanedafurt,1
EMP0308,Krystal Watson,24.0,Male,Operations,Manager,,16.0,95771.30810698417,3.0,3,68.0,16,4,1,2020-05-27,Michaelfurt,1
EMP0309,Sean Shaffer,39.0,Male,MARKETING,Manager,High School,7.0,109811.80407356432,3.0,4,69.0,8,24,0,2016-08-22,North Charlotteton,0
EMP0310,Kimberly Rice,46.0,Female,Engineering,Manager,PhD,14.0,,4.0,4,30.0,12,12,0,2026-01-05,New Allisonview,1
EMP0311,Karen Weiss,52.0,Female,Legal,Manager,High School,7.0,80803.89874355088,5.0,5,79.0,0,22,0,2013-04-06,Danielchester,1
EMP0312,Sandra Robinson,24.0,,eng,Manager,PhD,16.0,44921.684949582675,3.0,3,30.0,1,17,0,2019-05-13,Hudsonchester,1
EMP0313,Katherine Shannon,61.0,,Marketing,Manager,Master,11.0,74841.21108067829,5.0,4,88.0,12,11,0,2016-09-22,Griffithberg,0
EMP0314,Joann Perkins,45.0,,Operations,Mid-level,,7.0,114056.37829876054,5.0,1,111.0,23,6,0,2025-04-23,South Tamara,0
EMP0315,Timothy York,53.0,Female,,Junior,Master,13.0,90462.20951141189,4.0,2,45.0,8,14,0,2006-10-05,Antonioview,0
EMP0316,Mrs. Lindsey Graham,43.0,,,Director,Bachelor,3.0,69813.06193290319,2.0,1,96.0,6,2,0,2026-01-04,Lake Alexamouth,0
EMP0317,Danielle Peters,44.0,Male,Engineering,Junior,Bachelor,0.0,90715.63082103041,4.0,5,76.0,15,15,0,2016-04-02,Lake Sarah,1
EMP0318,Amy Smith,23.0,Female,Engineering,Mid-level,,0.0,43265.11983460988,5.0,4,51.0,18,0,0,2024-09-22,Kyleton,0
EMP0319,Elizabeth Kim,48.0,,Legal,Senior,Master,18.0,57608.215553794944,4.0,4,9.0,6,15,0,2019-05-03,Port Mason,0
EMP0320,Dave Gordon,23.0,Male,Operations,Junior,High School,15.0,47895.21522444188,3.0,3,87.0,5,23,0,2019-05-17,South Gina,0
EMP0321,Michael Hicks,47.0,,Marketing,Senior,Master,13.0,86739.29545871081,3.0,3,73.0,17,11,0,2014-09-26,North Amanda,1
EMP0322,Jennifer Hawkins,38.0,Non-binary,Marketing,Mid-level,PhD,15.0,92852.58749300231,,2,40.0,18,18,0,2019-01-24,Smithmouth,0
EMP0323,Jesse Bradford,61.0,,MARKETING,Director,Bachelor,4.0,71154.34932004083,3.0,3,94.0,10,7,0,2008-02-04,Lopezville,0
EMP0324,Thomas Brooks,54.0,Non-binary,MARKETING,Senior,High School,8.0,53176.75808151085,2.0,3,76.0,28,22,0,2021-09-19,Christineborough,0
EMP0325,Sean Brown,30.0,,eng,Mid-level,Bachelor,1.0,640228.0075375591,3.0,4,2.0,11,11,0,2024-01-13,Port Thomas,0
EMP0326,Vanessa Vang,60.0,F,IT,Manager,Master,17.0,62835.50273315481,4.0,3,58.0,28,14,0,2020-03-30,Maxwellview,0
EMP0327,Jordan Day,50.0,F,,Director,,5.0,55095.73238265638,5.0,1,113.0,25,1,0,2006-08-23,North Chelsea,0
EMP0328,Angela West,47.0,M,MARKETING,Manager,High School,8.0,83474.84213273117,2.0,1,51.0,9,16,0,2021-10-10,Kennethside,1
EMP0329,Xavier Pitts,56.0,F,eng,Director,,0.0,56050.19443703316,5.0,2,33.0,12,6,0,2013-08-23,Josephtown,0
EMP0330,Michael Phillips,46.0,F,Engineering,Director,Master,8.0,35841.25667589769,3.0,3,48.0,11,12,1,2006-12-01,East Wendy,0
EMP0331,Robert Coleman,45.0,,,Junior,PhD,15.0,41397.13824092033,4.0,5,27.0,20,0,1,2024-01-08,West Amyton,1
EMP0332,Tammy Macdonald,34.0,Female,MARKETING,Director,,12.0,34918.48832960126,4.0,4,82.0,9,5,0,2026-03-06,Foleyside,0
EMP0333,Adam Little,28.0,Female,Finance,Junior,,8.0,81187.7979144051,4.0,4,86.0,19,12,0,2013-12-30,New Jamie,1
EMP0334,Charles Brown,57.0,Non-binary,Legal,Senior,Master,12.0,78760.1359544041,5.0,3,108.0,17,10,0,2006-05-27,Jennifermouth,0
EMP0335,Gene Wallace,41.0,Female,MARKETING,Director,High School,8.0,77513.00236270405,3.0,3,95.0,3,9,0,2021-12-23,Michelleville,1
EMP0336,Kelli Watson,22.0,Male,,Senior,Master,10.0,89693.29131199856,5.0,2,12.0,27,15,0,2008-06-14,East Spencer,1
EMP0337,John Smith,29.0,M,eng,Director,,3.0,104798.97140292791,2.0,5,96.0,23,23,1,2018-04-16,Lake Justinton,1
EMP0338,Amanda Jackson,37.0,F,HR,Junior,Bachelor,1.0,,4.0,4,97.0,4,22,0,2014-12-31,West Jesseborough,0
EMP0339,Carl Clay,35.0,M,Engineering,Manager,Bachelor,5.0,85161.93693096045,4.0,2,96.0,4,19,1,2025-06-17,Smithside,0
EMP0340,Rachel Kennedy,33.0,Male,,Director,,13.0,35509.612314853075,4.0,3,,28,16,0,2024-03-25,Port Allisonberg,0
EMP0341,Beverly Long,44.0,F,Marketing,Mid-level,High School,3.0,109467.74365658377,3.0,3,68.0,27,16,0,2015-07-28,Yoderfort,1
EMP0342,Candice Campos,36.0,Non-binary,Legal,Manager,,,43879.21904454607,5.0,4,119.0,11,3,0,2012-05-18,Bridgeshaven,1
EMP0343,Anita Long,49.0,Male,Marketing,Junior,Bachelor,18.0,57247.97202398906,2.0,5,66.0,25,4,0,2009-03-06,Jamiechester,0
EMP0344,Carly Garrett,55.0,Male,eng,Mid-level,PhD,5.0,60057.26215667269,2.0,4,60.0,2,22,0,2008-02-27,Jasminefurt,0
EMP0345,Andrew Gonzalez,23.0,M,HR,Senior,,1.0,,4.0,3,59.0,28,13,0,2025-12-09,Smithland,0
EMP0346,Charles Christian,53.0,,Engineering,Junior,,17.0,75814.38943521405,3.0,1,70.0,7,19,0,2007-06-17,Lake Saraside,0
EMP0347,Douglas Jacobson,44.0,M,Finance,Manager,PhD,12.0,80347.59670503704,,1,23.0,21,9,0,2010-01-08,Holmeshaven,0
EMP0348,Patrick Mitchell,43.0,M,,Senior,High School,8.0,70264.65822546126,3.0,2,62.0,1,13,0,2014-02-23,Dayshire,0
EMP0349,Daniel Warner,46.0,Female,,Senior,Master,18.0,36493.809199223084,2.0,1,85.0,17,0,0,2026-02-14,Romerohaven,1
EMP0350,Diana Reeves,43.0,Male,eng,Junior,Bachelor,12.0,124584.65587129278,4.0,4,108.0,8,10,0,2014-01-19,Walkerfort,1
EMP0351,Michael Mercado,43.0,M,eng,Manager,Bachelor,10.0,88730.7699125412,3.0,4,60.0,12,22,0,2011-03-26,Hutchinsonborough,1
EMP0352,Sierra Williams,27.0,Male,MARKETING,Junior,Master,0.0,140855.55109124898,2.0,2,22.0,6,17,0,2007-11-12,East Kaitlynview,0
EMP0353,Logan Ramos,36.0,Female,HR,Mid-level,Master,6.0,54872.26900284269,4.0,4,29.0,9,15,0,2010-11-12,Kathyhaven,1
EMP0354,Christopher Moody,58.0,Male,Legal,Mid-level,Master,14.0,98947.05570442442,3.0,2,59.0,8,17,1,2013-04-11,Floydchester,1
EMP0355,Derek Walker,54.0,M,Legal,Director,Master,0.0,906320.136442258,4.0,3,17.0,29,7,0,2025-08-10,Wheelerchester,0
EMP0356,Jordan Hendrix,29.0,Male,Operations,Senior,Bachelor,11.0,67735.62242256594,3.0,2,95.0,21,9,0,2015-02-08,East Tammy,1
EMP0357,Paul Kane,26.0,F,IT,Director,,6.0,110276.2725264806,4.0,3,55.0,14,9,0,2020-11-23,Adamport,0
EMP0358,Ryan Green,60.0,Female,IT,Manager,,14.0,64864.749809655536,4.0,2,52.0,4,4,1,2017-12-15,Port Samuelton,0
EMP0359,Melissa Fitzpatrick,25.0,,Legal,Mid-level,PhD,18.0,65977.71451438482,4.0,3,6.0,11,9,0,2006-11-30,North Tami,0
EMP0360,Sandra Lopez,27.0,Male,MARKETING,Director,,0.0,-11785.747298459566,2.0,3,96.0,0,17,0,2025-01-17,East Brianachester,0
EMP0361,Roy Larsen,53.0,M,Engineering,Mid-level,High School,16.0,85225.70134356593,4.0,5,68.0,11,20,0,2024-01-23,North Jessica,1
EMP0362,Elizabeth Bradford,51.0,Female,Legal,Mid-level,High School,16.0,41862.25220793984,4.0,1,112.0,21,23,0,2006-12-29,Warrenland,0
EMP0363,Paul Morrison,56.0,M,Marketing,Mid-level,Master,2.0,61231.970107612215,4.0,2,91.0,5,5,0,2024-05-06,Elizabethmouth,0
EMP0364,Robert Thompson,61.0,M,Legal,Junior,PhD,11.0,49344.50903137431,3.0,1,71.0,18,2,0,2024-05-18,West Kenneth,0
